date,vehicle_category,vehicle_class,manufacturer,state,rto,registrations,quarter,year
2024-04-01,4W,BUS,Honda Cars,Karnataka,KA64,3689,2024-Q2,2024
2024-04-01,4W,SUV,Honda Cars,Gujarat,GU72,6294,2024-Q2,2024
2024-04-01,4W,MOTOR CAR,Honda Cars,Uttar Pradesh,UT55,2164,2024-Q2,2024
2024-04-01,4W,BUS,Toyota,Maharashtra,MA25,8256,2024-Q2,2024
2024-04-01,4W,SUV,Toyota,Tamil Nadu,TA38,2839,2024-Q2,2024
2024-04-01,4W,COMMERCIAL VEHICLE,Toyota,Karnataka,KA35,4869,2024-Q2,2024
2024-04-01,4W,BUS,Toyota,Gujarat,GU78,9329,2024-Q2,2024
2024-04-01,4W,BUS,Toyota,Uttar Pradesh,UT97,5903,2024-Q2,2024
2024-04-01,4W,COMMERCIAL VEHICLE,Kia,Maharashtra,MA43,9222,2024-Q2,2024
2024-04-01,4W,BUS,Kia,Tamil Nadu,TA26,2146,2024-Q2,2024
2024-04-01,4W,BUS,Kia,Karnataka,KA10,7925,2024-Q2,2024
2024-04-01,4W,BUS,Kia,Gujarat,GU85,6396,2024-Q2,2024
2024-04-01,4W,SUV,Kia,Uttar Pradesh,UT21,8811,2024-Q2,2024
2024-05-01,2W,MOTORCYCLE,Hero MotoCorp,Maharashtra,MA38,22710,2024-Q2,2024
2024-05-01,2W,SCOOTER,Hero MotoCorp,Tamil Nadu,TA75,9024,2024-Q2,2024
2024-05-01,2W,SCOOTER,Hero MotoCorp,Karnataka,KA40,26483,2024-Q2,2024
2024-05-01,2W,MOTORCYCLE,Hero MotoCorp,Gujarat,GU65,18477,2024-Q2,2024
2024-05-01,2W,MOTORCYCLE,Hero MotoCorp,Uttar Pradesh,UT02,9269,2024-Q2,2024
2024-05-01,2W,SCOOTER,Honda,Maharashtra,MA35,24749,2024-Q2,2024
2024-05-01,2W,MOTORCYCLE,Honda,Tamil Nadu,TA38,14483,2024-Q2,2024
2024-05-01,2W,MOTORCYCLE,Honda,Karnataka,KA68,13570,2024-Q2,2024
2024-05-01,2W,SCOOTER,Honda,Gujarat,GU11,22284,2024-Q2,2024
2024-05-01,2W,MOPED,Honda,Uttar Pradesh,UT39,15069,2024-Q2,2024
2024-05-01,2W,SCOOTER,TVS,Maharashtra,MA59,18294,2024-Q2,2024
2024-05-01,2W,SCOOTER,TVS,Tamil Nadu,TA27,13675,2024-Q2,2024
2024-05-01,2W,SCOOTER,TVS,Karnataka,KA18,8532,2024-Q2,2024
2024-05-01,2W,MOTORCYCLE,TVS,Gujarat,GU10,7684,2024-Q2,2024
2024-05-01,2W,MOTORCYCLE,TVS,Uttar Pradesh,UT41,6299,2024-Q2,2024
2024-05-01,2W,MOTORCYCLE,Bajaj,Maharashtra,MA73,8203,2024-Q2,2024
2024-05-01,2W,MOPED,Bajaj,Tamil Nadu,TA33,9194,2024-Q2,2024
2024-05-01,2W,SCOOTER,Bajaj,Karnataka,KA47,16240,2024-Q2,2024
2024-05-01,2W,SCOOTER,Bajaj,Gujarat,GU90,4846,2024-Q2,2024
2024-05-01,2W,MOTORCYCLE,Bajaj,Uttar Pradesh,UT19,12612,2024-Q2,2024
2024-05-01,2W,MOPED,Yamaha,Maharashtra,MA69,18024,2024-Q2,2024
2024-05-01,2W,SCOOTER,Yamaha,Tamil Nadu,TA76,9340,2024-Q2,2024
2024-05-01,2W,MOPED,Yamaha,Karnataka,KA84,15815,2024-Q2,2024
2024-05-01,2W,MOPED,Yamaha,Gujarat,GU98,9437,2024-Q2,2024
2024-05-01,2W,MOTORCYCLE,Yamaha,Uttar Pradesh,UT68,10828,2024-Q2,2024
2024-05-01,2W,MOPED,Royal Enfield,Maharashtra,MA60,18911,2024-Q2,2024
2024-05-01,2W,MOPED,Royal Enfield,Tamil Nadu,TA55,12885,2024-Q2,2024
2024-05-01,2W,MOTORCYCLE,Royal Enfield,Karnataka,KA79,12485,2024-Q2,2024
2024-05-01,2W,MOTORCYCLE,Royal Enfield,Gujarat,GU70,7920,2024-Q2,2024
2024-05-01,2W,SCOOTER,Royal Enfield,Uttar Pradesh,UT27,8362,2024-Q2,2024
2024-05-01,3W,3W GOODS VEHICLE,Bajaj Auto,Maharashtra,MA03,1724,2024-Q2,2024
2024-05-01,3W,AUTO RICKSHAW,Bajaj Auto,Tamil Nadu,TA38,611,2024-Q2,2024
2024-05-01,3W,AUTO RICKSHAW,Bajaj Auto,Karnataka,KA60,2221,2024-Q2,2024
2024-05-01,3W,E-RICKSHAW,Bajaj Auto,Gujarat,GU37,3092,2024-Q2,2024
2024-05-01,3W,AUTO RICKSHAW,Bajaj Auto,Uttar Pradesh,UT84,1826,2024-Q2,2024
2024-05-01,3W,E-RICKSHAW,Mahindra,Maharashtra,MA21,2924,2024-Q2,2024
2024-05-01,3W,E-RICKSHAW,Mahindra,Tamil Nadu,TA19,2039,2024-Q2,2024
2024-05-01,3W,E-RICKSHAW,Mahindra,Karnataka,KA27,835,2024-Q2,2024
2024-05-01,3W,E-RICKSHAW,Mahindra,Gujarat,GU95,1687,2024-Q2,2024
2024-05-01,3W,AUTO RICKSHAW,Mahindra,Uttar Pradesh,UT09,3091,2024-Q2,2024
2024-05-01,3W,3W GOODS VEHICLE,TVS,Maharashtra,MA90,3183,2024-Q2,2024
2024-05-01,3W,AUTO RICKSHAW,TVS,Tamil Nadu,TA56,2769,2024-Q2,2024
2024-05-01,3W,3W GOODS VEHICLE,TVS,Karnataka,KA84,1157,2024-Q2,2024
2024-05-01,3W,3W GOODS VEHICLE,TVS,Gujarat,GU17,2337,2024-Q2,2024
2024-05-01,3W,AUTO RICKSHAW,TVS,Uttar Pradesh,UT38,1507,2024-Q2,2024
2024-05-01,3W,3W GOODS VEHICLE,Piaggio,Maharashtra,MA68,2592,2024-Q2,2024
2024-05-01,3W,3W GOODS VEHICLE,Piaggio,Tamil Nadu,TA13,1812,2024-Q2,2024
2024-05-01,3W,3W GOODS VEHICLE,Piaggio,Karnataka,KA58,1107,2024-Q2,2024
2024-05-01,3W,3W GOODS VEHICLE,Piaggio,Gujarat,GU65,2252,2024-Q2,2024
2024-05-01,3W,E-RICKSHAW,Piaggio,Uttar Pradesh,UT95,1284,2024-Q2,2024
2024-05-01,3W,E-RICKSHAW,Force Motors,Maharashtra,MA29,2239,2024-Q2,2024
2024-05-01,3W,AUTO RICKSHAW,Force Motors,Tamil Nadu,TA37,1858,2024-Q2,2024
2024-05-01,3W,3W GOODS VEHICLE,Force Motors,Karnataka,KA89,2841,2024-Q2,2024
2024-05-01,3W,E-RICKSHAW,Force Motors,Gujarat,GU07,1630,2024-Q2,2024
2024-05-01,3W,3W GOODS VEHICLE,Force Motors,Uttar Pradesh,UT64,2593,2024-Q2,2024
2024-05-01,4W,MOTOR CAR,Maruti Suzuki,Maharashtra,MA16,7117,2024-Q2,2024
2024-05-01,4W,MOTOR CAR,Maruti Suzuki,Tamil Nadu,TA54,7360,2024-Q2,2024
2024-05-01,4W,COMMERCIAL VEHICLE,Maruti Suzuki,Karnataka,KA65,8396,2024-Q2,2024
2024-05-01,4W,BUS,Maruti Suzuki,Gujarat,GU28,10949,2024-Q2,2024
2024-05-01,4W,COMMERCIAL VEHICLE,Maruti Suzuki,Uttar Pradesh,UT89,4674,2024-Q2,2024
2024-05-01,4W,SUV,Hyundai,Maharashtra,MA07,4639,2024-Q2,2024
2024-05-01,4W,BUS,Hyundai,Tamil Nadu,TA79,7554,2024-Q2,2024
2024-05-01,4W,SUV,Hyundai,Karnataka,KA90,6914,2024-Q2,2024
2024-05-01,4W,BUS,Hyundai,Gujarat,GU77,5357,2024-Q2,2024
2024-05-01,4W,MOTOR CAR,Hyundai,Uttar Pradesh,UT86,3597,2024-Q2,2024
2024-05-01,4W,BUS,Tata Motors,Maharashtra,MA93,7831,2024-Q2,2024
2024-05-01,4W,BUS,Tata Motors,Tamil Nadu,TA83,6401,2024-Q2,2024
2024-05-01,4W,COMMERCIAL VEHICLE,Tata Motors,Karnataka,KA70,2082,2024-Q2,2024
2024-05-01,4W,BUS,Tata Motors,Gujarat,GU86,3002,2024-Q2,2024
2024-05-01,4W,MOTOR CAR,Tata Motors,Uttar Pradesh,UT45,9940,2024-Q2,2024
2024-05-01,4W,BUS,Mahindra,Maharashtra,MA02,5329,2024-Q2,2024
2024-05-01,4W,BUS,Mahindra,Tamil Nadu,TA12,3115,2024-Q2,2024
2024-05-01,4W,BUS,Mahindra,Karnataka,KA90,6651,2024-Q2,2024
2024-05-01,4W,SUV,Mahindra,Gujarat,GU48,3553,2024-Q2,2024
2024-05-01,4W,SUV,Mahindra,Uttar Pradesh,UT49,10684,2024-Q2,2024
2024-05-01,4W,SUV,Honda Cars,Maharashtra,MA50,7686,2024-Q2,2024
2024-05-01,4W,SUV,Honda Cars,Tamil Nadu,TA25,3892,2024-Q2,2024
2024-05-01,4W,SUV,Honda Cars,Karnataka,KA65,6563,2024-Q2,2024
2024-05-01,4W,COMMERCIAL VEHICLE,Honda Cars,Gujarat,GU40,3888,2024-Q2,2024
2024-05-01,4W,MOTOR CAR,Honda Cars,Uttar Pradesh,UT16,6961,2024-Q2,2024
2024-05-01,4W,MOTOR CAR,Toyota,Maharashtra,MA51,9187,2024-Q2,2024
2024-05-01,4W,MOTOR CAR,Toyota,Tamil Nadu,TA37,5081,2024-Q2,2024
2024-05-01,4W,SUV,Toyota,Karnataka,KA96,5787,2024-Q2,2024
2024-05-01,4W,SUV,Toyota,Gujarat,GU44,5256,2024-Q2,2024
2024-05-01,4W,MOTOR CAR,Toyota,Uttar Pradesh,UT86,9675,2024-Q2,2024
2024-05-01,4W,BUS,Kia,Maharashtra,MA65,5659,2024-Q2,2024
2024-05-01,4W,SUV,Kia,Tamil Nadu,TA19,2523,2024-Q2,2024
2024-05-01,4W,MOTOR CAR,Kia,Karnataka,KA53,6689,2024-Q2,2024
2024-05-01,4W,COMMERCIAL VEHICLE,Kia,Gujarat,GU71,2019,2024-Q2,2024
2024-05-01,4W,SUV,Kia,Uttar Pradesh,UT02,2482,2024-Q2,2024
2024-06-01,2W,MOTORCYCLE,Hero MotoCorp,Maharashtra,MA31,21522,2024-Q2,2024
2024-06-01,2W,MOPED,Hero MotoCorp,Tamil Nadu,TA15,21665,2024-Q2,2024
2024-06-01,2W,SCOOTER,Hero MotoCorp,Karnataka,KA46,13377,2024-Q2,2024
2024-06-01,2W,MOPED,Hero MotoCorp,Gujarat,GU75,25924,2024-Q2,2024
2024-06-01,2W,MOPED,Hero MotoCorp,Uttar Pradesh,UT21,18920,2024-Q2,2024
2024-06-01,2W,MOTORCYCLE,Honda,Maharashtra,MA40,22688,2024-Q2,2024
2024-06-01,2W,SCOOTER,Honda,Tamil Nadu,TA60,23212,2024-Q2,2024
2024-06-01,2W,MOTORCYCLE,Honda,Karnataka,KA70,17056,2024-Q2,2024
2024-06-01,2W,MOPED,Honda,Gujarat,GU80,12790,2024-Q2,2024
2024-06-01,2W,MOPED,Honda,Uttar Pradesh,UT25,14540,2024-Q2,2024
2024-06-01,2W,MOPED,TVS,Maharashtra,MA96,14528,2024-Q2,2024
2024-06-01,2W,SCOOTER,TVS,Tamil Nadu,TA98,20026,2024-Q2,2024
2024-06-01,2W,SCOOTER,TVS,Karnataka,KA25,6664,2024-Q2,2024
2024-06-01,2W,MOTORCYCLE,TVS,Gujarat,GU19,12480,2024-Q2,2024
2024-06-01,2W,SCOOTER,TVS,Uttar Pradesh,UT46,23410,2024-Q2,2024
2024-06-01,2W,SCOOTER,Bajaj,Maharashtra,MA06,18991,2024-Q2,2024
2024-06-01,2W,MOTORCYCLE,Bajaj,Tamil Nadu,TA96,22262,2024-Q2,2024
2024-06-01,2W,MOPED,Bajaj,Karnataka,KA07,13989,2024-Q2,2024
2024-06-01,2W,SCOOTER,Bajaj,Gujarat,GU61,7557,2024-Q2,2024
2024-06-01,2W,MOTORCYCLE,Bajaj,Uttar Pradesh,UT64,14427,2024-Q2,2024
2024-06-01,2W,SCOOTER,Yamaha,Maharashtra,MA34,12621,2024-Q2,2024
2024-06-01,2W,SCOOTER,Yamaha,Tamil Nadu,TA92,17208,2024-Q2,2024
2024-06-01,2W,MOTORCYCLE,Yamaha,Karnataka,KA96,14157,2024-Q2,2024
2024-06-01,2W,MOPED,Yamaha,Gujarat,GU81,13824,2024-Q2,2024
2024-06-01,2W,MOTORCYCLE,Yamaha,Uttar Pradesh,UT03,9886,2024-Q2,2024
2024-06-01,2W,MOTORCYCLE,Royal Enfield,Maharashtra,MA18,15993,2024-Q2,2024
2024-06-01,2W,MOPED,Royal Enfield,Tamil Nadu,TA44,19260,2024-Q2,2024
2024-06-01,2W,SCOOTER,Royal Enfield,Karnataka,KA13,10103,2024-Q2,2024
2024-06-01,2W,SCOOTER,Royal Enfield,Gujarat,GU51,13583,2024-Q2,2024
2024-06-01,2W,MOPED,Royal Enfield,Uttar Pradesh,UT57,11860,2024-Q2,2024
2024-06-01,3W,3W GOODS VEHICLE,Bajaj Auto,Maharashtra,MA04,2759,2024-Q2,2024
2024-06-01,3W,AUTO RICKSHAW,Bajaj Auto,Tamil Nadu,TA61,3117,2024-Q2,2024
2024-06-01,3W,AUTO RICKSHAW,Bajaj Auto,Karnataka,KA82,3008,2024-Q2,2024
2024-06-01,3W,E-RICKSHAW,Bajaj Auto,Gujarat,GU50,2147,2024-Q2,2024
2024-06-01,3W,3W GOODS VEHICLE,Bajaj Auto,Uttar Pradesh,UT82,2836,2024-Q2,2024
2024-06-01,3W,E-RICKSHAW,Mahindra,Maharashtra,MA23,2640,2024-Q2,2024
2024-06-01,3W,AUTO RICKSHAW,Mahindra,Tamil Nadu,TA84,2441,2024-Q2,2024
2024-06-01,3W,AUTO RICKSHAW,Mahindra,Karnataka,KA07,2977,2024-Q2,2024
2024-06-01,3W,AUTO RICKSHAW,Mahindra,Gujarat,GU42,2869,2024-Q2,2024
2024-06-01,3W,E-RICKSHAW,Mahindra,Uttar Pradesh,UT49,2509,2024-Q2,2024
2024-06-01,3W,3W GOODS VEHICLE,TVS,Maharashtra,MA15,2490,2024-Q2,2024
2024-06-01,3W,AUTO RICKSHAW,TVS,Tamil Nadu,TA84,1666,2024-Q2,2024
2024-06-01,3W,E-RICKSHAW,TVS,Karnataka,KA69,982,2024-Q2,2024
2024-06-01,3W,E-RICKSHAW,TVS,Gujarat,GU05,1678,2024-Q2,2024
2024-06-01,3W,3W GOODS VEHICLE,TVS,Uttar Pradesh,UT96,2390,2024-Q2,2024
2024-06-01,3W,E-RICKSHAW,Piaggio,Maharashtra,MA28,1277,2024-Q2,2024
2024-06-01,3W,E-RICKSHAW,Piaggio,Tamil Nadu,TA83,958,2024-Q2,2024
2024-06-01,3W,3W GOODS VEHICLE,Piaggio,Karnataka,KA52,2459,2024-Q2,2024
2024-06-01,3W,3W GOODS VEHICLE,Piaggio,Gujarat,GU09,2687,2024-Q2,2024
2024-06-01,3W,3W GOODS VEHICLE,Piaggio,Uttar Pradesh,UT95,1298,2024-Q2,2024
2024-06-01,3W,3W GOODS VEHICLE,Force Motors,Maharashtra,MA25,602,2024-Q2,2024
2024-06-01,3W,AUTO RICKSHAW,Force Motors,Tamil Nadu,TA15,2485,2024-Q2,2024
2024-06-01,3W,E-RICKSHAW,Force Motors,Karnataka,KA15,2681,2024-Q2,2024
2024-06-01,3W,AUTO RICKSHAW,Force Motors,Gujarat,GU92,2496,2024-Q2,2024
2024-06-01,3W,E-RICKSHAW,Force Motors,Uttar Pradesh,UT75,947,2024-Q2,2024
2024-06-01,4W,COMMERCIAL VEHICLE,Maruti Suzuki,Maharashtra,MA18,5185,2024-Q2,2024
2024-06-01,4W,SUV,Maruti Suzuki,Tamil Nadu,TA50,4783,2024-Q2,2024
2024-06-01,4W,SUV,Maruti Suzuki,Karnataka,KA29,16489,2024-Q2,2024
2024-06-01,4W,COMMERCIAL VEHICLE,Maruti Suzuki,Gujarat,GU95,16321,2024-Q2,2024
2024-06-01,4W,MOTOR CAR,Maruti Suzuki,Uttar Pradesh,UT53,10414,2024-Q2,2024
2024-06-01,4W,SUV,Hyundai,Maharashtra,MA07,10713,2024-Q2,2024
2024-06-01,4W,MOTOR CAR,Hyundai,Tamil Nadu,TA26,3581,2024-Q2,2024
2024-06-01,4W,SUV,Hyundai,Karnataka,KA44,8266,2024-Q2,2024
2024-06-01,4W,SUV,Hyundai,Gujarat,GU52,11954,2024-Q2,2024
2024-06-01,4W,COMMERCIAL VEHICLE,Hyundai,Uttar Pradesh,UT41,10581,2024-Q2,2024
2024-06-01,4W,BUS,Tata Motors,Maharashtra,MA97,5934,2024-Q2,2024
2024-06-01,4W,SUV,Tata Motors,Tamil Nadu,TA74,9336,2024-Q2,2024
2024-06-01,4W,SUV,Tata Motors,Karnataka,KA24,8450,2024-Q2,2024
2024-06-01,4W,SUV,Tata Motors,Gujarat,GU22,4004,2024-Q2,2024
2024-06-01,4W,MOTOR CAR,Tata Motors,Uttar Pradesh,UT53,3959,2024-Q2,2024
2024-06-01,4W,MOTOR CAR,Mahindra,Maharashtra,MA32,2642,2024-Q2,2024
2024-06-01,4W,SUV,Mahindra,Tamil Nadu,TA98,9407,2024-Q2,2024
2024-06-01,4W,MOTOR CAR,Mahindra,Karnataka,KA71,6365,2024-Q2,2024
2024-06-01,4W,COMMERCIAL VEHICLE,Mahindra,Gujarat,GU13,2548,2024-Q2,2024
2024-06-01,4W,BUS,Mahindra,Uttar Pradesh,UT03,6838,2024-Q2,2024
2024-06-01,4W,MOTOR CAR,Honda Cars,Maharashtra,MA07,3350,2024-Q2,2024
2024-06-01,4W,COMMERCIAL VEHICLE,Honda Cars,Tamil Nadu,TA51,2575,2024-Q2,2024
2024-06-01,4W,COMMERCIAL VEHICLE,Honda Cars,Karnataka,KA68,10443,2024-Q2,2024
2024-06-01,4W,COMMERCIAL VEHICLE,Honda Cars,Gujarat,GU57,5125,2024-Q2,2024
2024-06-01,4W,COMMERCIAL VEHICLE,Honda Cars,Uttar Pradesh,UT75,5730,2024-Q2,2024
2024-06-01,4W,BUS,Toyota,Maharashtra,MA80,4636,2024-Q2,2024
2024-06-01,4W,MOTOR CAR,Toyota,Tamil Nadu,TA12,6227,2024-Q2,2024
2024-06-01,4W,MOTOR CAR,Toyota,Karnataka,KA96,8313,2024-Q2,2024
2024-06-01,4W,BUS,Toyota,Gujarat,GU21,7299,2024-Q2,2024
2024-06-01,4W,COMMERCIAL VEHICLE,Toyota,Uttar Pradesh,UT21,9257,2024-Q2,2024
2024-06-01,4W,MOTOR CAR,Kia,Maharashtra,MA76,9846,2024-Q2,2024
2024-06-01,4W,BUS,Kia,Tamil Nadu,TA75,11197,2024-Q2,2024
2024-06-01,4W,COMMERCIAL VEHICLE,Kia,Karnataka,KA20,9519,2024-Q2,2024
2024-06-01,4W,BUS,Kia,Gujarat,GU96,10652,2024-Q2,2024
2024-06-01,4W,BUS,Kia,Uttar Pradesh,UT30,5123,2024-Q2,2024
2024-07-01,2W,SCOOTER,Hero MotoCorp,Maharashtra,MA44,16043,2024-Q3,2024
2024-07-01,2W,MOTORCYCLE,Hero MotoCorp,Tamil Nadu,TA16,44948,2024-Q3,2024
2024-07-01,2W,MOPED,Hero MotoCorp,Karnataka,KA48,13876,2024-Q3,2024
2024-07-01,2W,MOTORCYCLE,Hero MotoCorp,Gujarat,GU45,22330,2024-Q3,2024
2024-07-01,2W,MOPED,Hero MotoCorp,Uttar Pradesh,UT44,22345,2024-Q3,2024
2024-07-01,2W,SCOOTER,Honda,Maharashtra,MA63,27322,2024-Q3,2024
2024-07-01,2W,MOPED,Honda,Tamil Nadu,TA76,20289,2024-Q3,2024
2024-07-01,2W,MOPED,Honda,Karnataka,KA11,14813,2024-Q3,2024
2024-07-01,2W,MOPED,Honda,Gujarat,GU31,9695,2024-Q3,2024
2024-07-01,2W,MOPED,Honda,Uttar Pradesh,UT48,13705,2024-Q3,2024
2024-07-01,2W,SCOOTER,TVS,Maharashtra,MA62,14038,2024-Q3,2024
2024-07-01,2W,MOTORCYCLE,TVS,Tamil Nadu,TA92,28073,2024-Q3,2024
2024-07-01,2W,MOTORCYCLE,TVS,Karnataka,KA50,23611,2024-Q3,2024
2024-07-01,2W,MOTORCYCLE,TVS,Gujarat,GU05,13508,2024-Q3,2024
2024-07-01,2W,MOPED,TVS,Uttar Pradesh,UT70,16277,2024-Q3,2024
2024-07-01,2W,SCOOTER,Bajaj,Maharashtra,MA53,17486,2024-Q3,2024
2024-07-01,2W,MOTORCYCLE,Bajaj,Tamil Nadu,TA64,13474,2024-Q3,2024
2024-07-01,2W,MOTORCYCLE,Bajaj,Karnataka,KA50,6964,2024-Q3,2024
2024-07-01,2W,MOTORCYCLE,Bajaj,Gujarat,GU50,19311,2024-Q3,2024
2024-07-01,2W,MOPED,Bajaj,Uttar Pradesh,UT58,18299,2024-Q3,2024
2024-07-01,2W,MOPED,Yamaha,Maharashtra,MA32,17423,2024-Q3,2024
2024-07-01,2W,MOPED,Yamaha,Tamil Nadu,TA45,18923,2024-Q3,2024
2024-07-01,2W,MOPED,Yamaha,Karnataka,KA86,17442,2024-Q3,2024
2024-07-01,2W,SCOOTER,Yamaha,Gujarat,GU05,7990,2024-Q3,2024
2024-07-01,2W,MOTORCYCLE,Yamaha,Uttar Pradesh,UT38,17182,2024-Q3,2024
2024-07-01,2W,SCOOTER,Royal Enfield,Maharashtra,MA49,19392,2024-Q3,2024
2024-07-01,2W,MOPED,Royal Enfield,Tamil Nadu,TA71,16712,2024-Q3,2024
2024-07-01,2W,MOPED,Royal Enfield,Karnataka,KA08,20156,2024-Q3,2024
2024-07-01,2W,MOPED,Royal Enfield,Gujarat,GU59,19778,2024-Q3,2024
2024-07-01,2W,SCOOTER,Royal Enfield,Uttar Pradesh,UT48,13243,2024-Q3,2024
2024-07-01,3W,E-RICKSHAW,Bajaj Auto,Maharashtra,MA27,887,2024-Q3,2024
2024-07-01,3W,E-RICKSHAW,Bajaj Auto,Tamil Nadu,TA07,1545,2024-Q3,2024
2024-07-01,3W,3W GOODS VEHICLE,Bajaj Auto,Karnataka,KA20,3581,2024-Q3,2024
2024-07-01,3W,3W GOODS VEHICLE,Bajaj Auto,Gujarat,GU39,1594,2024-Q3,2024
2024-07-01,3W,3W GOODS VEHICLE,Bajaj Auto,Uttar Pradesh,UT22,1968,2024-Q3,2024
2024-07-01,3W,E-RICKSHAW,Mahindra,Maharashtra,MA82,4215,2024-Q3,2024
2024-07-01,3W,AUTO RICKSHAW,Mahindra,Tamil Nadu,TA07,3089,2024-Q3,2024
2024-07-01,3W,3W GOODS VEHICLE,Mahindra,Karnataka,KA64,2310,2024-Q3,2024
2024-07-01,3W,E-RICKSHAW,Mahindra,Gujarat,GU46,3856,2024-Q3,2024
2024-07-01,3W,3W GOODS VEHICLE,Mahindra,Uttar Pradesh,UT27,2909,2024-Q3,2024
2024-07-01,3W,E-RICKSHAW,TVS,Maharashtra,MA53,2482,2024-Q3,2024
2024-07-01,3W,E-RICKSHAW,TVS,Tamil Nadu,TA61,3659,2024-Q3,2024
2024-07-01,3W,3W GOODS VEHICLE,TVS,Karnataka,KA55,2409,2024-Q3,2024
2024-07-01,3W,3W GOODS VEHICLE,TVS,Gujarat,GU29,1357,2024-Q3,2024
2024-07-01,3W,3W GOODS VEHICLE,TVS,Uttar Pradesh,UT90,1056,2024-Q3,2024
2024-07-01,3W,3W GOODS VEHICLE,Piaggio,Maharashtra,MA10,848,2024-Q3,2024
2024-07-01,3W,E-RICKSHAW,Piaggio,Tamil Nadu,TA84,1351,2024-Q3,2024
2024-07-01,3W,AUTO RICKSHAW,Piaggio,Karnataka,KA53,4125,2024-Q3,2024
2024-07-01,3W,E-RICKSHAW,Piaggio,Gujarat,GU51,5270,2024-Q3,2024
2024-07-01,3W,E-RICKSHAW,Piaggio,Uttar Pradesh,UT91,1218,2024-Q3,2024
2024-07-01,3W,3W GOODS VEHICLE,Force Motors,Maharashtra,MA82,3676,2024-Q3,2024
2024-07-01,3W,E-RICKSHAW,Force Motors,Tamil Nadu,TA47,3588,2024-Q3,2024
2024-07-01,3W,AUTO RICKSHAW,Force Motors,Karnataka,KA26,3002,2024-Q3,2024
2024-07-01,3W,3W GOODS VEHICLE,Force Motors,Gujarat,GU37,1422,2024-Q3,2024
2024-07-01,3W,3W GOODS VEHICLE,Force Motors,Uttar Pradesh,UT35,3186,2024-Q3,2024
2024-07-01,4W,SUV,Maruti Suzuki,Maharashtra,MA59,11373,2024-Q3,2024
2024-07-01,4W,SUV,Maruti Suzuki,Tamil Nadu,TA53,13358,2024-Q3,2024
2024-07-01,4W,BUS,Maruti Suzuki,Karnataka,KA31,16232,2024-Q3,2024
2024-07-01,4W,SUV,Maruti Suzuki,Gujarat,GU95,6376,2024-Q3,2024
2024-07-01,4W,COMMERCIAL VEHICLE,Maruti Suzuki,Uttar Pradesh,UT26,5747,2024-Q3,2024
2024-07-01,4W,BUS,Hyundai,Maharashtra,MA39,14568,2024-Q3,2024
2024-07-01,4W,COMMERCIAL VEHICLE,Hyundai,Tamil Nadu,TA15,7227,2024-Q3,2024
2024-07-01,4W,MOTOR CAR,Hyundai,Karnataka,KA07,13179,2024-Q3,2024
2024-07-01,4W,SUV,Hyundai,Gujarat,GU24,17205,2024-Q3,2024
2024-07-01,4W,COMMERCIAL VEHICLE,Hyundai,Uttar Pradesh,UT07,3595,2024-Q3,2024
2024-07-01,4W,MOTOR CAR,Tata Motors,Maharashtra,MA03,9792,2024-Q3,2024
2024-07-01,4W,COMMERCIAL VEHICLE,Tata Motors,Tamil Nadu,TA52,10312,2024-Q3,2024
2024-07-01,4W,MOTOR CAR,Tata Motors,Karnataka,KA61,12643,2024-Q3,2024
2024-07-01,4W,BUS,Tata Motors,Gujarat,GU84,13422,2024-Q3,2024
2024-07-01,4W,MOTOR CAR,Tata Motors,Uttar Pradesh,UT65,10840,2024-Q3,2024
2024-07-01,4W,BUS,Mahindra,Maharashtra,MA37,4062,2024-Q3,2024
2024-07-01,4W,SUV,Mahindra,Tamil Nadu,TA88,8964,2024-Q3,2024
2024-07-01,4W,MOTOR CAR,Mahindra,Karnataka,KA74,5308,2024-Q3,2024
2024-07-01,4W,SUV,Mahindra,Gujarat,GU68,8262,2024-Q3,2024
2024-07-01,4W,SUV,Mahindra,Uttar Pradesh,UT77,13392,2024-Q3,2024
2024-07-01,4W,MOTOR CAR,Honda Cars,Maharashtra,MA32,11616,2024-Q3,2024
2024-07-01,4W,MOTOR CAR,Honda Cars,Tamil Nadu,TA87,14712,2024-Q3,2024
2024-07-01,4W,BUS,Honda Cars,Karnataka,KA75,4690,2024-Q3,2024
2024-07-01,4W,MOTOR CAR,Honda Cars,Gujarat,GU79,9093,2024-Q3,2024
2024-07-01,4W,COMMERCIAL VEHICLE,Honda Cars,Uttar Pradesh,UT28,7502,2024-Q3,2024
2024-07-01,4W,COMMERCIAL VEHICLE,Toyota,Maharashtra,MA75,9944,2024-Q3,2024
2024-07-01,4W,BUS,Toyota,Tamil Nadu,TA91,7475,2024-Q3,2024
2024-07-01,4W,SUV,Toyota,Karnataka,KA53,5625,2024-Q3,2024
2024-07-01,4W,BUS,Toyota,Gujarat,GU43,11290,2024-Q3,2024
2024-07-01,4W,MOTOR CAR,Toyota,Uttar Pradesh,UT18,9406,2024-Q3,2024
2024-07-01,4W,MOTOR CAR,Kia,Maharashtra,MA15,8694,2024-Q3,2024
2024-07-01,4W,SUV,Kia,Tamil Nadu,TA46,9201,2024-Q3,2024
2024-07-01,4W,COMMERCIAL VEHICLE,Kia,Karnataka,KA23,10309,2024-Q3,2024
2024-07-01,4W,COMMERCIAL VEHICLE,Kia,Gujarat,GU29,16071,2024-Q3,2024
